Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Lot_Size,Garage_Size,Neighborhood_Quality,House_Price
3885,5,3,2010,4.782798990609917,2,3,914875.5468052321
1875,3,3,1978,2.688219098816349,0,7,412903.6943451868
1750,4,2,2016,1.1756023062351149,0,8,413059.28385720094
2523,5,1,1963,1.5923789209770196,0,2,517675.774470202
4778,2,3,2016,3.9541780321392928,0,3,1038051.1396946819
2328,5,1,1951,3.2921058794641422,1,8,506551.8131289128
3767,4,2,2016,4.870272960629817,2,9,883239.1390125145
1456,1,2,1952,2.236646437039356,2,7,281555.57394984394
4711,3,1,1982,2.5343445680560426,0,1,963572.3958254899
879,5,3,1997,1.2644671427201655,0,8,250160.1826619795
1660,3,2,1961,3.639723383989818,1,4,357130.1202818031
2049,1,1,1962,0.6754523891820275,1,10,380482.8450347112
3800,1,1,1980,0.7287469889600688,1,6,750864.3060867637
3787,1,1,1952,2.482580876055383,1,6,745395.8553692064
1022,1,3,1981,3.4614449816337647,1,6,264341.98725486576
1422,2,2,2007,1.5996447108172265,0,10,339031.93289845384
4624,5,2,1991,1.5824205198727261,2,8,997586.9920122804
4339,5,2,1990,3.2198127426989176,0,7,949708.0902496713
4034,3,1,1980,1.2887042896666594,1,9,824175.1563113459
2125,2,1,2012,4.524193032153863,1,2,514184.1816653132
801,5,2,1988,3.1592977967321314,1,1,246881.25369050636
1093,3,3,1984,3.49818361786304,2,8,291161.9915914475
1528,4,1,1960,2.367370469300352,0,9,323118.7393152309
877,2,2,1993,2.4393898614507905,1,7,214019.1094086132
3657,3,1,1980,3.199233218928498,0,6,767301.8704221612
2455,5,2,1975,1.325535805176032,1,7,531945.983279591
2276,1,2,1986,3.733017468149851,1,8,501436.6746088996
4516,4,3,2015,3.929749512179212,0,1,1009150.6656074316
769,5,1,1990,1.5959594566486568,2,3,213612.77269168154
2363,5,3,1961,1.0742103874181363,0,4,510852.3968322764
1339,2,3,1965,2.9650475071419606,2,8,288766.53357459034
3489,2,3,2014,4.267444596301708,1,9,811949.7754256346
4700,3,3,1991,2.1025320359769157,2,2,996259.5713887213
4864,2,2,1997,1.0686041659152976,2,2,988325.4879158876
4810,1,1,1988,0.7565789480834244,2,9,959277.2258086768
4959,1,2,1985,2.0863720700528976,0,3,1005783.2727235722
4130,2,1,1982,2.724283901321821,2,10,873470.0082429454
1650,5,2,2022,4.098730611284238,2,9,474045.8427124246
4212,2,1,1957,1.7035492224846664,0,2,832805.7501373198
616,2,3,1965,3.4613716313713567,1,7,180393.6281134625
3728,2,3,2003,3.4751330529291344,1,7,816939.5874308393
527,5,2,2013,1.3846396441188211,0,2,183987.30751919685
4260,3,2,1964,1.4644749287899093,1,10,861951.1378717824
3245,1,2,1964,1.1108488300332735,1,6,644148.2389294902
3572,3,1,2000,2.4668544123035545,0,10,749554.9674777021
3124,1,1,2017,3.624734536301936,1,4,683766.8070872902
3428,1,1,2011,1.2350149164007576,1,8,710065.5617561329
4507,1,3,1987,1.7087808069220969,1,10,939988.3736702539
2341,3,2,2000,1.2655193778917666,2,10,517655.1581174146
988,4,2,1986,3.542564289147306,2,6,294558.07202157495
883,2,2,2019,1.1518344960144205,2,3,240988.7422794939
865,5,1,2018,2.8534652460713867,2,3,276945.9748494496
1931,5,3,1987,3.9930127379241025,2,4,499572.84278737486
3331,3,3,1969,0.8723031783065185,2,1,687869.2513012193
4225,2,1,2017,3.33258984579466,2,1,914378.242712897
944,4,3,1967,3.2737101176697534,0,5,252647.37489271755
1624,2,2,2018,4.591673187399462,0,8,411787.9433256672
1826,3,1,2008,4.688634442338427,0,7,473892.1505127531
3378,5,1,1988,1.7347307234116436,1,8,734156.8160862669
1560,1,2,1956,4.023803615715574,2,8,343674.09004466794
2208,5,1,1987,3.350081017799468,0,3,503092.93951286376
1572,2,1,2005,4.802035660322907,2,9,394215.0889651119
852,3,2,2022,0.8305001157165043,0,3,204773.43019625908
691,5,3,1951,4.641104505752627,0,5,226403.36851963837
2622,1,3,1971,3.4020630738156017,0,4,561747.2624036099
3940,4,2,1966,3.2484682880826736,0,7,842172.2092376931
647,5,2,2003,4.092575779202289,2,6,252133.33419313616
4077,5,1,1994,2.1045459080200715,0,3,871385.9925008047
3099,1,1,2008,2.657735764152169,0,3,655349.5142705186
4992,4,2,1950,2.3623193505747517,0,10,1011510.3714483497
784,3,3,1988,1.3805648845250689,2,3,206691.7636302577
3734,2,3,1992,4.5886711456236915,0,9,813018.0458025392
1345,4,3,1953,1.48998718701744,0,2,278611.4433624242
3593,4,3,1983,1.6804274652410287,1,8,779733.5144422477
3300,1,3,2018,0.6294686770375383,2,5,700597.4000652162
2830,4,1,1989,2.181249252831571,0,3,598749.5115081448
4969,2,3,1969,1.2344898467753218,0,10,1004361.3136640934
2933,1,1,1959,4.55626737198723,1,4,614804.8797044551
905,3,2,1971,1.7277277321143407,2,1,197657.75654118488
2424,4,2,2013,2.4543319195274087,2,10,583918.8734677001
1589,2,2,1978,3.8323446663145377,1,4,372634.35416110815
1563,5,1,1968,3.229364776084209,1,9,384822.67964432354
4262,3,2,2003,3.0631233100239172,1,10,926629.5902954765
1754,4,1,2003,0.8977021068240677,0,5,402177.9563621357
1594,1,1,1957,4.096574406217046,1,2,348873.0788472388
3522,2,2,1978,2.608323024666429,0,9,743773.2932568904
4302,3,2,2022,4.240167202236584,0,4,963787.570200125
2521,1,3,1997,1.5588399279934095,1,5,541680.8036201873
3711,2,2,1994,1.0017945696630595,1,2,764987.6335533767
4744,5,1,2014,1.7725181252136315,1,5,1044205.9884372818
2016,3,3,2021,2.598404971756953,1,5,489225.7935663026
3116,1,2,1993,1.346113569968277,1,3,639791.306179776
1741,3,1,2014,2.500614063567794,2,1,432032.7511406606
890,3,1,1953,2.1867516435972174,1,4,184454.09574174735
4935,5,3,1964,3.740232197907981,0,1,1051288.1872580461
3412,5,2,1977,2.8546612166996663,0,10,756821.2794640819
1806,3,1,1982,2.2456874194469245,1,7,392089.7476394962
2934,2,3,1952,1.1008803799046305,2,10,587205.7982987975
1549,5,3,1953,2.178434246373567,1,7,360634.8024931723
3462,3,1,1957,1.4419773046076259,0,7,675395.049483532
4252,5,3,2022,1.1051039876924986,2,7,962832.6846276203
2482,1,3,1959,1.8663077216472808,2,6,507185.45440816105
2125,1,2,1959,4.201953276597915,0,8,457359.50486721226
2955,1,3,1950,2.8604482954926636,1,9,609355.6047570879
4493,3,3,2008,0.9665536133042444,0,4,951093.5469938468
653,4,1,1957,4.3266148130941895,0,1,176707.8893763026
1353,3,2,1996,2.092872865904887,2,1,329110.3717480598
3064,3,2,1976,1.9411639903084223,2,7,644569.2585864073
1583,1,3,1971,3.35087922728869,1,6,348456.744868814
1635,3,1,1981,3.0528933387871375,2,6,383077.1960770924
1138,5,2,1987,0.6112147072481748,2,7,281100.4268458546
3349,5,3,1954,1.6682634440326418,2,5,705512.7046710618
3412,3,2,1966,4.743778538331372,2,10,744040.0563316267
4453,2,2,2019,3.7711953348416247,0,5,987292.264110198
3482,1,1,1995,2.125677780816777,0,7,719421.863252454
3356,3,1,1962,3.4657798812139027,0,6,708274.2010533026
2861,5,1,2021,3.272396536084227,2,1,699393.0462239529
2193,5,1,1968,3.6618809263620298,0,10,497340.9981159924
2070,3,3,2012,2.9374088819754194,2,7,525582.3102214569
4293,3,3,2004,2.157612112768604,2,7,957292.0260112853
2942,3,2,1990,0.8533327536554107,0,4,600263.1764186986
4505,2,2,1993,3.0551962122521186,1,10,947486.861195527
4631,4,1,1967,4.12508053766639,0,3,984152.5706946326
1864,4,2,1966,2.0269066828688613,0,3,394215.08694123814
3801,1,3,1991,2.5297430259040588,1,4,813222.4510526815
4993,3,2,2020,2.5886380912854534,2,7,1087043.810505383
4272,4,1,1973,4.3705419862883605,1,8,922147.2930208683
4276,5,1,2007,2.4970497732090764,0,8,938935.1965822616
3172,5,2,1961,1.548042056596548,0,6,673933.7547216782
2467,4,2,1960,2.2431417663631104,1,9,525350.7604128242
802,3,2,2005,4.33547904418449,0,3,250519.78186137648
4785,5,3,1963,4.23313012113544,1,10,1049828.0062119479
3306,4,3,1978,1.7503032344295448,1,8,708003.0797050629
2735,3,2,1985,4.622337719117676,0,7,624026.8145550279
3210,1,2,2005,4.010321293268224,0,6,733505.6973309221
3449,1,3,2009,3.578624547678757,0,3,747784.2568626816
3283,4,2,1976,3.134532635858474,1,10,713104.39510005
2387,3,3,1995,3.155750320157185,0,3,573447.223921123
3646,1,1,1994,3.980987338391993,0,9,794010.0167336396
614,1,3,2006,4.231381006116119,2,10,209135.64560604145
2743,5,3,2007,3.1751457847629787,2,5,665166.5215745962
3145,3,2,2021,4.216168068987467,0,5,737581.9849713121
577,5,2,1970,1.5054229253735114,1,4,152038.36921570168
1036,3,1,1970,1.442365653178784,2,7,222093.10750830837
4566,2,2,1999,3.560798081030475,2,8,990683.341619308
4394,2,3,1979,3.43624721274127,0,6,937105.7357626241
3388,5,2,1993,3.1693629090107565,0,2,766726.4849908815
3434,4,3,2012,3.282418860041895,1,1,809379.8154309911
3469,3,2,1958,0.8814634465937359,0,9,679568.6798948123
1396,1,1,1987,4.210161198147027,1,10,326938.79948539456
2579,2,3,2010,2.70066098888429,1,5,603812.5887922472
2376,5,3,1957,0.6817985612463507,1,5,495431.14005348826
3513,5,1,1997,4.368667496921347,1,7,786494.9146010616
4955,1,1,1970,1.908725652784161,2,6,995441.7102207708
2548,1,1,1975,4.492419414160514,0,9,553068.2213245316
955,3,1,2015,3.727042558124871,1,2,267185.2676416052
3995,2,3,1981,3.4997768819571755,2,6,872258.3925462884
3308,3,1,1978,4.3384189789876615,0,9,707483.440019593
538,2,1,2006,1.3222088310347773,0,5,127223.12103809409
2227,2,3,1987,0.8576127650822248,2,2,467741.76439967914
3001,2,1,1969,0.6412085960758385,1,4,587406.539021337
4045,5,1,1966,0.5014983554829857,0,10,818610.312815519
1136,4,2,1958,1.803719291561862,2,1,257109.14967593856
2119,2,1,2007,2.3347209679935137,0,4,468251.3632686849
2680,4,3,2005,0.838616079550698,0,8,614048.9611458342
3324,4,3,1982,1.055332256294644,0,7,700835.4007388806
506,5,1,1971,3.7866634663458,2,1,181063.4845215838
4816,4,2,2014,2.893136039774003,0,5,1050259.7389849322
2934,1,3,1954,1.9250285223074728,2,7,580668.0406805461
2669,1,3,2002,0.7208993747704577,0,6,567209.0416649571
888,1,3,1972,3.2865756442411174,0,3,215993.8951157028
4144,1,1,1974,2.5379221306330955,2,5,839926.2494065686
4508,3,2,1951,3.8165838640603713,1,7,933103.7445840954
1378,4,3,1979,4.031295857888206,1,9,367107.6382210177
4821,2,3,1992,2.159331921194041,0,4,1017368.0540664748
2730,4,1,1980,1.2512930256700048,2,5,568077.330477954
4103,2,3,2019,1.8383626827852573,2,9,892832.8954291262
1081,5,1,1982,0.7857036266661765,0,6,235569.67806699488
2253,3,2,2012,3.95657680271397,1,4,551444.6316158974
1217,4,3,1965,1.4854896907455304,2,6,268766.22398816486
3171,2,1,2021,3.4248678001274966,0,5,713491.8224061002
4052,3,3,2001,1.1573167278125922,1,2,882754.8664136161
535,1,3,1997,1.6556862461254356,2,4,142179.06132712465
589,3,3,2017,1.550446830567876,2,5,199339.84772930597
4770,3,1,2011,0.9370124038114652,1,8,995616.8778257251
3041,1,3,2010,0.7481800586252608,0,7,660738.7239415124
3012,4,3,1974,3.5878060329765953,2,2,691714.1367031201
564,5,3,2018,2.844829357287745,2,4,242865.9315016322
4840,4,1,2005,0.7986931388798384,1,9,996954.9436891262
2800,4,3,1985,2.336203702467804,0,3,603706.679326772
3145,2,1,1978,4.1476209521474345,1,10,676545.1143392302
4796,3,3,1966,3.20152396266088,0,3,1008525.4129727043
2440,5,2,1983,4.842023555650169,0,1,583802.6610906044
3698,5,1,1997,3.5126190446522263,0,1,817587.17678201
827,4,2,2021,2.879030494101949,0,7,276682.35754337267
2456,1,1,2009,1.9463634545900352,0,5,540322.3284473732
658,2,2,1989,1.396518991951887,2,5,176780.96659364895
3986,5,1,1961,1.7072210477993504,1,4,810109.8122722224
1269,3,1,1962,1.705977610536242,1,8,248998.0820146357
2028,1,3,1950,1.2942555013312504,2,4,394698.3191908915
2189,3,3,2006,1.8300548231916511,0,4,510723.6334987161
3145,2,1,1955,1.1452791650490164,2,5,613606.1874695573
3136,5,2,1992,4.053786312539749,0,9,730817.3999752871
3868,2,1,2006,4.6863811084409965,2,10,877699.0741848818
1002,4,2,2000,3.7074995429757394,2,4,307101.6858385633
3747,4,1,2007,2.077676025242605,2,1,808147.2282701074
4890,3,2,1962,4.223044212522089,0,10,1021659.7404964666
3888,3,2,1977,1.950884302491194,2,4,831894.307243557
4688,5,2,1970,1.7726981518776963,0,3,966618.7550324909
2556,1,2,1955,0.6131935842040093,0,2,475372.7679038316
3531,4,3,1999,1.796024056658185,2,9,771922.849821314
2373,1,1,2007,2.0508719924583425,2,9,524134.527169707
912,1,2,1986,4.336353530697936,0,6,252274.9498405324
4425,4,3,1989,3.599431433651144,0,9,967287.6138508852
3279,5,3,1975,4.025750363803655,0,8,746167.7281082802
1650,3,1,1977,2.9879122708659707,2,9,362390.5784973293
4673,1,2,1983,2.947683031380604,1,1,973304.2055719368
2085,5,1,1975,1.5419679618427198,2,10,467768.122943975
3909,3,3,2021,4.629420860098365,0,4,903635.2460606039
1740,4,2,1986,1.4294658639600315,1,2,385574.00341642223
3124,3,2,1950,4.878356202242161,2,9,680742.6271119524
1297,2,1,2017,2.5733666074746733,0,4,334601.99423564883
2417,4,1,2003,3.9158911965003727,2,8,580272.8715936985
2413,3,1,2017,3.09890716224731,2,5,575375.397059447
4075,3,2,1960,2.462255737330402,0,4,821485.3748706136
3493,5,2,1953,2.64416822954879,0,10,740626.119181691
2866,1,3,1971,4.912835563159462,1,4,641835.2608815929
4143,1,2,1984,2.723664517870472,1,8,845141.6166638864
1836,4,2,1953,2.7592594110604316,1,2,390598.6651429384
1008,5,3,1951,3.4107621646889053,0,6,262507.88010475144
1727,4,1,1955,2.836391803305679,1,5,376006.7377713252
3212,4,1,1975,1.7552213423306453,1,9,665969.5719032948
3972,1,2,1950,0.9270192534613338,0,2,765344.6277909179
2186,5,2,2012,4.732201791977577,0,7,566661.5254423509
2586,2,1,1951,4.76062385491098,2,2,553334.8206016406
4079,5,3,2007,1.476303106387458,1,10,909836.08484369
2963,5,2,2006,3.871949772124556,1,3,704663.580198697
1564,1,2,1967,0.884937502515035,2,10,296955.0074781365
2135,5,3,1985,0.7474184403029657,0,9,459452.9262144548
4447,2,1,1983,4.566339771696974,2,3,961154.323431025
4438,3,2,1960,1.8296165429938105,0,2,883594.338311271
1223,4,3,1999,4.572948295704393,2,1,377005.8986510644
4656,1,2,1959,2.2920250728110525,0,2,913774.3890331694
2928,5,1,2008,2.608862188350244,0,2,664836.5155829765
4439,2,1,2005,4.712390311607269,2,10,979708.4614825642
3121,1,3,1996,1.893515900405718,2,4,659798.5180619527
2481,5,2,1993,3.6782996631755327,2,7,594976.4821737095
1160,1,1,1955,3.8131824549993807,0,8,257899.22916006504
4666,2,1,1974,4.326389643116034,2,1,970539.8820796631
2481,3,2,1961,1.7530589586810783,2,3,513720.44181706064
1319,4,1,1956,2.2451990475887524,2,10,301428.66154782445
3992,3,2,2004,3.051445245977077,1,2,865885.4578673287
1128,3,2,1955,2.1244966386356956,0,4,230301.16012482936
2717,1,2,1985,0.528771884342088,1,8,547182.6721387045
1949,2,3,1984,0.7650889747954972,0,9,404475.61015547253
2027,5,3,1989,2.8810559255935244,0,6,477801.2057080014
4229,2,2,1994,3.5377467383005974,2,3,925775.7710144476
2194,3,2,1969,2.9379560151951156,2,9,487496.5920725401
3972,3,3,1955,4.173860408582739,2,2,841168.2751507589
4229,4,1,1959,1.732862058690213,2,8,889553.7013771125
507,2,1,1977,4.975980344925145,0,10,152581.33954438719
2498,3,1,2013,1.6880195748175963,1,3,558598.6787614333
2396,4,1,2002,1.1973120482642932,0,7,527260.4947800781
4793,5,2,2004,2.676097810166266,1,7,1027555.5359199264
2996,5,2,1964,1.898134960726274,2,6,647046.4420290281
1041,3,1,2007,4.634400545907573,1,2,314716.6967289466
1172,4,2,2022,0.8173526062945824,0,6,307893.58315722365
2530,1,1,1958,1.1690955261592846,2,9,488316.8819507729
633,5,2,1977,1.280043738388764,2,5,176494.35410241215
3097,4,3,1991,2.403765173953376,0,1,684651.774257087
1495,3,2,1986,2.074752227883379,2,1,346932.6209008944
755,4,2,1970,2.774935173979809,1,6,197732.00195729974
4617,2,2,1959,1.3959603067917803,2,10,923896.8024469202
4306,2,3,1974,2.2931946011270075,0,2,897734.870421617
4554,3,2,1998,2.213321269461749,0,9,973798.4113750394
1660,2,1,1978,2.0641634700339333,2,4,350655.8496985045
633,5,1,2011,2.67275705630762,0,7,206486.8723317043
4154,3,1,1953,0.7399840671356007,0,3,820772.127953348
3652,2,2,1970,3.1402808528660984,0,4,738790.9979201611
2575,2,2,1981,2.439427558643699,0,5,545482.7420093057
3221,3,3,2015,2.3154377845214986,0,8,715765.5131589804
4699,2,1,1976,1.6034881027431918,1,8,963892.7478410713
2029,1,3,1966,4.2069532810960535,1,8,455122.0999589496
1500,5,2,2003,2.5245313519464205,2,6,392430.238996138
2153,3,1,1997,4.969269874373198,1,2,522164.49677949544
3925,4,1,2011,1.1303060247346657,2,4,838274.1293619988
3657,1,1,2011,0.8154423448667993,2,3,755190.5402913967
2510,2,1,2001,0.7667275404558974,0,1,525285.6873883716
1945,3,3,1986,2.9900424866637567,1,8,470368.4016854976
4500,3,2,1954,4.539846049293764,0,6,936969.4548360409
4588,1,1,1950,2.7416622068525704,0,4,905489.8080941335
1424,4,3,1954,4.428989792439024,2,6,379005.7118671184
4031,4,2,2007,4.279191584915697,0,4,899849.5188200921
3094,4,2,1956,3.8735082594738057,0,6,675063.0735414372
4607,1,2,2007,0.6887210643615522,2,9,954028.8864186428
1783,1,1,1981,4.759292935309395,1,4,410327.3675549778
1278,3,2,2010,3.775560724006667,1,2,349642.4867812897
1472,3,3,1979,3.535674060810141,0,7,342841.4306975491
2285,4,3,1966,3.6632718103040145,0,7,511587.7564512893
4339,1,2,1984,2.203255673929121,0,9,866948.5174775699
3090,1,2,1954,3.0479675708867746,2,7,641013.919122572
3280,2,1,2018,3.3978541966408504,2,5,735767.2654463473
4723,4,1,1973,3.007749034917547,2,8,1015547.5953831184
2656,5,2,2008,2.490135244338016,1,7,619516.332475993
1752,3,2,2009,2.8053515609918627,1,6,432824.65856336313
4755,5,3,1951,3.1240399770005376,2,7,1013991.6550159601
3377,1,3,1978,3.4560995593381456,2,9,730012.2651483883
615,3,1,1967,2.326334474007594,0,2,140946.48016031782
3264,1,2,2004,2.8854187856364493,2,2,695161.8360757448
2656,5,3,2011,4.5799500669677125,1,3,658847.5290306513
2496,3,2,2014,1.8448571086656385,2,9,551668.6465406333
1322,2,3,1958,1.900067575898852,0,6,284907.5779659505
504,3,1,1961,4.962977964406623,0,10,149743.4999535613
1579,3,2,2008,3.2884270257574215,2,4,403397.5794915856
797,4,1,1957,1.2450257163896044,0,4,191583.4238189003
1069,5,1,1957,0.8366954233773787,1,5,234389.76681767972
4682,1,1,1989,4.489759142922295,2,10,977149.16989469
3743,4,1,1968,1.0705618047244203,0,10,782866.5118261966
2979,5,1,2022,4.881708057387808,1,1,724676.8669530528
778,2,2,1982,1.180581125181656,2,3,181026.49239146968
1896,1,3,1973,2.6392881733874733,2,6,405440.89930270537
1550,3,3,1969,1.0885960014861196,1,2,325938.2350125072
4933,1,3,1982,1.6023081379705237,0,7,999362.4845249173
4454,4,2,1960,4.178889973420273,1,10,937716.5047756605
1507,4,1,1956,4.825840883598242,1,7,359935.50456285995
2249,1,2,2007,1.6924675604924344,0,9,488689.16161260376
2688,1,1,2004,3.8348843456781023,1,3,605348.7853398531
4260,5,2,1956,3.7658142950406703,1,2,914174.4731388851
2730,4,2,1993,3.5054687232561283,1,8,631527.9195767223
3835,3,2,1958,4.011565382330714,2,9,806269.4033782159
1149,4,3,1983,0.694253814265504,2,10,281399.13000910927
773,2,3,1952,1.150816524410885,0,9,147075.21178737856
4631,3,1,2005,4.940280956753819,1,9,1015556.1485920788
975,4,1,1979,4.150262062591089,1,8,261132.61016879912
2328,4,2,1955,3.3330648252674155,0,9,491679.4014752685
4347,3,1,1966,4.231914053565918,1,3,895675.5548211845
1378,4,2,2022,3.3439490617828507,0,3,384461.3548261602
1588,1,2,1992,3.7528064390448006,1,10,369368.6135604723
1641,3,2,1996,0.9046231018686604,1,3,364016.40122898977
1227,5,3,1980,1.4288399046135287,0,3,300115.04271146137
666,4,1,2005,2.767154408493742,1,10,206115.6880195975
2168,5,2,2009,3.54311065427828,2,1,535366.2067375676
1075,3,2,1989,2.771323475968384,1,9,267501.9371654876
2496,2,3,1955,1.2701374238572887,1,10,494657.1070354181
4726,5,2,2001,2.7118031918217955,0,7,1020831.6683477067
4597,3,2,2016,3.680770351012435,0,9,1006939.6644174114
4213,3,2,1955,2.059514419174464,1,9,845932.4082879503
4541,4,1,1991,3.486149505490249,1,7,962344.6369122165
2292,3,3,1970,3.9324416500452255,0,4,535376.8177465488
1376,1,1,2011,3.508184422880505,1,10,349942.97142670985
3025,4,2,2022,4.455298000814106,2,7,732827.4344132516
3859,5,2,1983,3.87222419461938,2,10,873985.0557436462
3772,5,1,2005,0.5708431084805464,0,2,819125.6470544274
4913,4,2,1993,2.7091629229384884,1,1,1047293.3489386218
835,5,3,2003,3.8825427741031366,2,2,294548.40256048914
841,2,3,1999,1.441320138110633,0,6,215161.25460232014
3781,2,1,1989,3.1640757925507828,0,9,792681.5184200833
1514,5,1,2000,4.992328283818578,1,4,424819.2957537749
1386,2,1,1993,0.9047474206467552,2,4,285251.1130860999
1472,3,1,2006,4.280265582243112,0,2,374176.2173300904
4046,1,3,1978,3.2012665723761664,1,7,863034.675749834
3328,3,1,1951,4.934391575005475,0,9,699440.0922377927
2378,1,2,1967,2.4997438922546404,1,1,477191.05152676895
3450,1,3,1957,3.8720083090746886,2,2,719135.631919496
1348,5,2,1978,1.474349145057523,1,2,320063.67397078406
4452,3,1,1959,1.345444425235157,2,5,887470.526698922
1947,3,1,2000,4.779443913684135,0,7,448560.3577621549
4036,4,1,1982,2.041981986610116,2,9,863181.9578756061
964,5,2,2021,4.3621904683028605,2,8,335092.02706705226
3060,4,3,2004,1.7276768544353915,2,4,679925.5675742303
2795,5,2,1951,2.7795619042574415,0,5,591498.7041311885
4470,3,1,1965,2.2467690928298287,2,7,939814.6649421626
3296,3,3,1990,1.9894029135712368,1,6,710862.0672061078
3739,1,1,1974,2.016890783964832,2,10,762258.3459213149
3174,1,1,1976,4.986091483652099,0,5,678385.989963216
2881,1,1,2014,3.75892620213177,2,10,631225.2311054581
2302,3,2,1958,4.758718313696242,0,9,512537.5473930222
1159,1,2,1957,2.802360730527847,2,3,250101.5473305484
1456,2,3,1957,2.4821056894035682,0,10,318144.79821829294
2982,1,1,2005,2.5871641237745595,2,9,646118.3979191775
3562,1,1,1982,2.786331786431949,1,5,731547.5454849054
3056,2,3,2018,4.315675476935068,2,3,735678.4622017285
1106,3,1,1958,4.726381377355257,1,2,265172.56193371967
1002,2,1,1956,3.0506860552353405,1,5,214193.83498918498
1217,3,1,2005,3.5316438844575733,0,10,339217.75403891865
3657,4,3,1955,1.7002241877529447,2,4,761820.0723045805
4408,1,2,1990,4.574941626423044,1,3,957436.9493322697
2885,2,1,1967,2.1139051928068615,2,10,585860.8317689543
1316,4,3,1975,0.8885151034322116,2,3,307042.93812185054
2811,1,2,2011,3.9477766518373145,0,6,635299.0920332931
3702,4,2,1964,3.24662796194858,2,10,782917.0929293209
4134,2,1,1974,4.3105982036664265,0,3,858935.2069956895
3201,1,1,1978,3.277484626450553,0,5,662119.9410580613
4976,5,3,2003,2.5905855516811407,0,3,1099249.0067231085
2886,1,2,1988,1.2903972464248987,2,5,579791.9041941324
3037,1,3,2014,3.3376142371239155,2,8,699683.2484112402
4054,5,2,2008,4.903309105732905,2,2,936903.6968169191
4630,3,2,1962,4.948861273201776,1,5,986833.5571255791
2040,4,1,1960,1.2833032264851658,1,4,409247.8400190769
2900,5,2,1954,2.5704648462931807,1,9,622135.5866738909
697,1,2,2009,3.2863270033303293,2,5,224957.6855886617
4618,2,1,1985,2.773447785643779,1,1,950671.0575181808
2355,2,3,1972,3.45203469007041,2,10,540294.6815743042
1605,3,3,1978,4.214933111783095,2,5,411821.68120550667
1788,4,3,1953,4.453303873150631,2,1,435269.232411116
2824,2,2,1997,1.4582323691603754,1,5,593075.0355025972
2793,5,1,1976,3.8773171743744834,1,5,665806.3372860827
2919,4,3,1994,3.0118650588489095,0,2,676099.164115298
1966,2,3,2014,2.037843656958374,2,9,467103.8399388435
3087,4,2,1968,3.5773124365925946,2,1,702124.1266886293
3675,4,3,1981,1.9451256817838032,2,3,810441.0555342516
1005,2,3,1978,1.5320145735728272,0,7,234801.997372136
1684,5,3,2012,4.261644887842207,1,10,479322.1320646473
1386,4,2,2001,3.1197343824426658,2,2,347442.5600692318
4763,1,1,1973,4.808941508511828,0,8,999053.6009267432
1670,1,1,2018,4.239236284075881,2,10,408582.6694654184
3920,3,3,2002,3.2854620411436466,2,10,881016.0047742793
2031,3,2,1993,4.730993625070783,2,10,501692.8515892058
2661,2,2,1982,1.751241001835244,0,7,538443.6574461348
4988,4,2,1968,1.3341775058713017,2,4,1026397.296612232
2944,3,2,2013,4.046157706109437,1,10,699690.5722388942
2328,2,1,1968,4.417852466675708,1,9,527715.5373919866
2753,1,3,1988,1.0072873945828804,0,4,543799.1722528562
3186,4,1,1959,2.9475723537157266,2,4,677754.1141114342
3339,4,1,1962,1.0133883969759385,2,7,697884.7731647289
2841,1,1,1985,4.830209067546214,2,6,615561.7770097601
4256,5,1,1990,3.623699179065012,0,4,925964.6789972826
3640,3,2,1970,1.63443679301289,1,10,749876.6413683554
3579,1,2,1978,4.335683438671513,2,5,774784.8330344362
4440,4,3,1972,2.2420460254574444,0,5,932314.4699781963
702,3,3,1956,4.667783198313892,2,9,205447.03680187813
4302,3,2,2008,1.0141053385638985,0,2,899133.3342930207
4579,1,3,1954,4.5629510047600395,1,3,946178.1215644116
691,4,2,1987,3.1981804801707083,1,6,213858.54719555177
1198,2,2,2006,3.10142708356869,0,4,296175.339644385
3349,4,3,1986,2.0186614655370416,1,5,738935.8194460399
1150,3,2,1994,2.041556110751656,0,8,281526.3451251139
663,2,1,1976,2.1343606085936226,2,2,136506.60767674498
2125,3,1,1961,3.6865482570528143,1,2,454484.4215050965
2839,5,3,1990,3.3468963633688835,2,6,672374.1616577004
2407,2,1,1994,1.0252617818484067,1,6,489614.91072628123
3951,4,2,1971,2.714245202220803,2,4,851472.5994111879
2975,4,3,1986,4.659221855713607,1,7,701987.7614446376
3058,2,1,2017,1.498552073529678,0,2,672852.0519810001
4487,3,2,1976,4.79090794033179,1,7,971977.0246414564
4107,1,1,2011,4.446012550173467,1,9,897000.960950081
4623,2,2,1955,4.357362456768149,1,7,972040.0599877926
3461,5,3,2009,2.5380998162042485,2,8,798362.7750475319
3309,3,1,1982,4.496723744090492,1,3,727579.1122449758
990,4,1,2009,3.0479551002382697,1,9,282267.0012034586
3949,2,2,1994,2.5209397646712173,2,3,834322.1605363716
3869,4,2,1955,1.3221002070830383,2,6,791839.7444001165
3055,4,2,2017,1.1169497605947485,1,8,676000.0322754729
3919,4,2,2012,1.7409083199857658,2,3,875382.7427446679
2703,4,2,1971,2.86417075903181,2,7,611423.9583953513
2301,2,2,2010,4.790237326389503,1,8,550687.9567389
2924,2,3,1975,4.920078901340783,1,2,659513.2626337114
4060,3,3,2010,3.614303679220376,0,10,912853.0941926095
